license,name,municipality,county,county_source,address,city,zip,lat,lon,status
120704518,"Judy's Corner, Inc.",Dupo,St. Clair,igb_licensee_list,534 S. Main,Dupo,62239,,,needs_coordinates
250701286,JUICE BOX INVESTMENTS LLC,Quincy,,,,,,,,needs_address_and_coordinates
210701335,JUICE'S TAP INC.,Peru,,,,,,,,needs_address_and_coordinates
170703762,Julie Ann Barnfield,Cisne,Wayne,igb_licensee_list,100 N Milner St,Cisne,62823,,,needs_coordinates
250700241,JULIE'S ENTERTAINMENT LLC,East Moline,Rock Island,igb_licensee_list,445 Avenue of the Cities,East Moline,61244,,,needs_coordinates
160701277,"Julie's Morengo, LLC",Lake Villa,Lake,igb_licensee_list,300 N. Milwaukee Ave Ste I,Lake Villa,60046,,,needs_coordinates
180700397,Julie's Round Lake Beach LLC,Round Lake Beach,Lake,igb_licensee_list,910-912 Rollins Rd,Round Lake Beach,60073,,,needs_coordinates
190701342,Julie's South Elgin LLC,South Elgin,Kane,igb_licensee_list,806-808 N La Fox,South Elgin,60177,,,needs_coordinates
120704060,"JUPITER'S AT THE CROSSING, INC.",Champaign,Champaign,igb_licensee_list,2505-2511 VILLAGE GREEN PLACE,Champaign,61822,,,needs_coordinates
120703212,"Jupiter's Billiards & Pizzeria, Inc.",Champaign,Champaign,igb_licensee_list,39 E. Main St.,Champaign,61820,,,needs_coordinates
130704951,Just Imagine Entertainment Inc.,Lake County,Lake,igb_licensee_list,37476 N. Rt. 59,Lake Villa,60046,,,needs_coordinates
120704132,JUSTEN ENTERPRISE INC.,Fox Lake,Lake,igb_licensee_list,816 E GRAND AVE,Ingleside,60041,,,needs_coordinates
160701962,"JVB Enterprises, Inc.",Crystal Lake,McHenry,igb_licensee_list,1520 Carlemont Dr Suite A,Crystal Lake,60014,,,needs_coordinates
190703521,K & B Stubblefield Enterprises LLC,Christopher,,,,,,,,needs_address_and_coordinates
230702261,K & B STUBBLEFIELD ENTERPRISES LLC,Sesser,Franklin,igb_licensee_list,108 N PARK ST SUITE B,Sesser,62884,,,needs_coordinates
120703998,K-Moe Tavern Inc.,St. Peter,Fayette,igb_licensee_list,910 E. Third,St. Peter,62880,,,needs_coordinates
180702914,K. Emberton Inc.,Robinson,,,,,,,,needs_address_and_coordinates
140700136,"K. of C. Home Association of Jacksonville, Illinois",Jacksonville,Morgan,igb_licensee_list,320 1/2 E. State Street,Jacksonville,62650,,,needs_coordinates
210700208,K.B.F Gaming LLC,Marion,Williamson,igb_licensee_list,1000 N. Carbon St. Unit M,Marion,62959,,,needs_coordinates
210702891,K.P.S. ENTERPRISE INC.,Braidwood,Will,igb_licensee_list,235 E MAIN ST,Braidwood,60408,,,needs_coordinates
160700970,Kamer's Kove LLC,Ohlman,Montgomery,igb_licensee_list,300 1st,Ohlman,62076,,,needs_coordinates
140903452,Kampsville American Legion Post 1083,Kampsville,Calhoun,igb_licensee_list,602 Stage St.,Kampsville,62053,,,needs_coordinates
230702169,Kankakee Elks Lodge No. 627 Golf Course Corporation,Aroma Park,Kankakee,igb_licensee_list,2283 Bittersweet Dr,St. Anne,60964,,,needs_coordinates
200701279,"Kappy's Oak Forest, Inc.",Oak Forest,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
140703024,Karco Inc.,Marion,Williamson,igb_licensee_list,2701 W Deyoung,Marion,62959,,,needs_coordinates
150700599,Karco Inc.,Du Quoin,Perry,igb_licensee_list,310 Southtowne Shopping Center,Du Quoin,62832,,,needs_coordinates
150702219,Karco Inc.,West City,Franklin,igb_licensee_list,707 West Main Street,West City,62812,,,needs_coordinates
140700885,"Karma Bar & Grill, Inc.",La Salle County,La Salle,igb_licensee_list,3475 E 2153 Rd.,Wedron,60557,,,needs_coordinates
150704283,Kaskaskia Country Club,Douglas County,Douglas,igb_licensee_list,450 E. County Road 300 N,Arcola,61910,,,needs_coordinates
190704237,KASMAT HOSPITALITY CORPORATION,Johnsburg,,,,,,,,needs_address_and_coordinates
140702213,Kathy's Corner Company,Eldred,,,,,,,,needs_address_and_coordinates
160702063,"KAYDEE EVANS, INC.",Peoria Heights,Peoria,igb_licensee_list,4109 N PROSPECT,Peoria Heights,61616,,,needs_coordinates
240701799,KD Bar & Grill LLC,Granite City,Madison,igb_licensee_list,1413 20th St,Granite City,62040,,,needs_coordinates
230702161,Keagans Irish Pub Corp.,Ottawa,La Salle,igb_licensee_list,218-220 West Main Street,Ottawa,61350,,,needs_coordinates
120709570,"Keep It Simple, Inc.",Ogden,Champaign,igb_licensee_list,105 East Broadway,Ogden,61859,,,needs_coordinates
190701753,Kelley Williamson Company,Cedarville,Stephenson,igb_licensee_list,10 S Stephenson,Cedarville,61013,,,needs_coordinates
200700023,Kelley Williamson Company,Cherry Valley,Winnebago,igb_licensee_list,1736 Perryville Rd,Cherry Valley,61016,,,needs_coordinates
251002791,Kelley Williamson Company,Island Lake,McHenry,igb_licensee_list,3401 S River Rd,Island Lake,60042,,,needs_coordinates
160702732,Kelly Entertainment Corporation,Toluca,,,,,,,,needs_address_and_coordinates
190701591,KELLY MENNENGA,Crescent City,Iroquois,igb_licensee_list,401 EAST MAIN,Crescent City,60928,,,needs_coordinates
120703213,Kelly Robinson,Atwood,,,,,,,,needs_address_and_coordinates
120705160,"Kelsey's Cabin, Inc.",Fox Lake,McHenry,igb_licensee_list,309 West Route 173,Spring Grove,60081,,,needs_coordinates
140904133,"Kelso M. Garver Post #650, American Legion",Mansfield,Piatt,igb_licensee_list,28 N. Jefferson Street,Mansfield,61854,,,needs_coordinates
130706595,"Ken Keeler, Inc.",Midlothian,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
200702981,KENNY THE KING INC.,Lakemoor,McHenry,igb_licensee_list,28975 ILLINOIS ROUTE 120,Lakemoor,60051,,,needs_coordinates
180700026,"KENNY'S WESTSIDE, INC.",Peoria,Peoria,igb_licensee_list,112 SW JEFFERSON,Peoria,61602,,,needs_coordinates
120704596,"Kettles Tap & Grill, Inc.",Roberts,Ford,igb_licensee_list,121 E Green St.,Roberts,60962,,,needs_coordinates
240902740,KEWANEE AMERICAN LEGION POST #31,Kewanee,Henry,igb_licensee_list,116-118 E 3RD ST.,Kewanee,61443,,,needs_coordinates
120707641,KGA Enterprises Inc.,Granite City,Madison,igb_licensee_list,1539 20th Street,Granite City,62040,,,needs_coordinates
120709529,"Khaki Jack's Australian Outback, Inc.",Peoria,Peoria,igb_licensee_list,7221 Allen Rd,Peoria,61615,,,needs_coordinates
120705565,"Khayat Lake House Group, Inc.",Lake Villa,Lake,igb_licensee_list,850 Tower Road Suite 100,Lake Villa,60046,,,needs_coordinates
210703745,Kickapoo Creek Saloon Inc.,Peoria County,Peoria,igb_licensee_list,9827 W Route 150,Edwards,61528,,,needs_coordinates
140700641,"Kickers Bar & Lounge, Inc.",Schiller Park,Cook,igb_licensee_list,390 25th Ave.,Schiller Park,60176,,,needs_coordinates
150703011,KICKN 66 LIQUOR & MORE CORPORATION,Litchfield,Montgomery,igb_licensee_list,215 N Old Route 66,Litchfield,62056,,,needs_coordinates
200701608,KICKN 66 LIQUOR & MORE CORPORATION,Pontiac,Livingston,igb_licensee_list,3 Vermillion PLZ,Pontiac,61764,,,needs_coordinates
200701660,Kickn 66 Liquor & More Corporation,Westville,Vermilion,igb_licensee_list,111 N State St STE A,Westville,61883,,,needs_coordinates
200701670,Kickn 66 Liquor & More Corporation,McLean,McLean,igb_licensee_list,505 E South St,McLean,61754,,,needs_coordinates
200701812,Kickn 66 Liquor & More Corporation,Lincoln,Logan,igb_licensee_list,3093 Woodlawn Rd,Lincoln,62656,,,needs_coordinates
210701477,KICKN 66 LIQUOR & MORE CORPORATION,Mount Vernon,Jefferson,igb_licensee_list,4805 Broadway St STE D,Mount Vernon,62864,,,needs_coordinates
240701159,Kickn 66 Liquor & More Corporation,Vandalia,Fayette,igb_licensee_list,1611 Veterans Ave Suite C,Vandalia,62471,,,needs_coordinates
240701716,Kickn 66 Liquor & More Corporation,Diamond,Grundy,igb_licensee_list,2675 E. Division  Unit B,Diamond,60416,,,needs_coordinates
260700003,Kickn 66 Liquor & More Corporation,Mount Vernon,Jefferson,igb_licensee_list,101 Davidson Rd STE B,Mount Vernon,62864,,,needs_coordinates
230702787,"KICKSTAND GRILL, LLC",Edgar County,Edgar,igb_licensee_list,21968 ILLINOIS HIGHWAY 1,Chrisman,61924,,,needs_coordinates
140701866,"Kidstone Group-Wabash, LLC",Jerome,Sangamon,igb_licensee_list,1508 Wabash,Jerome,62704,,,needs_coordinates
180702739,"Kim's Mossville, LLC",Peoria County,Peoria,igb_licensee_list,10307 State Street,Mossville,61552,,,needs_coordinates
190702466,"King Pin Bowling, LLC",Springfield,Sangamon,igb_licensee_list,3115 E Sangamon Ave,Springfield,62702,,,needs_coordinates
240702272,"Kings Bar & Grill, Inc.",Freeport,Stephenson,igb_licensee_list,1805 & 1807 S. West Ave,Freeport,61032,,,needs_coordinates
180701808,"Kings Pub, LLC",Ogle County,Ogle,igb_licensee_list,332 Route 64 East,Kings,61068,,,needs_coordinates
171004093,"Kirby Foods, Inc.",Effingham,Effingham,igb_licensee_list,501 W. Jefferson,Effingham,62401,,,needs_coordinates
240701717,Kit Kats Bar & Grill LLC,Benton,,,,,,,,needs_address_and_coordinates
220703961,"KJPH, INC.",Lenzburg,St. Clair,igb_licensee_list,82 N Main St,Lenzburg,62255,,,needs_coordinates
170700771,KLEAN KAFE INC.,Philo,Champaign,igb_licensee_list,207 W WASHINGTON ST,Philo,61864,,,needs_coordinates
130705112,"Knight's Action Park, Inc.",Springfield,Sangamon,igb_licensee_list,1700 Recreation Dr.,Springfield,62711,,,needs_coordinates
120710903,"KNITE AL'S, LLC",Sullivan,Moultrie,igb_licensee_list,8 W. Harrison,Sullivan,61951,,,needs_coordinates
200702440,"Knoxville Mercantile, LLC",Knoxville,,,,,,,,needs_address_and_coordinates
240701276,"Knoxville Wine & Spirits, Inc.",Peoria,Peoria,igb_licensee_list,"3504 N Prospect Rd, Unit B",Peoria,61603,,,needs_coordinates
230701269,Knuckleheads Bar & Grill LLC,Mount Vernon,,,,,,,,needs_address_and_coordinates
120712220,KOBE HIBACHI STEAKHOUSE INC.,Bloomington,McLean,igb_licensee_list,401 N VETERANS PARKWAY STE 7 & 8,Bloomington,61704,,,needs_coordinates
150704237,Koellner Enterprises 3 LLC,Milan,Rock Island,igb_licensee_list,111 4th Street,Milan,61264,,,needs_coordinates
240700150,KOHIMAN PROPERTIES LLC,Galesburg,Knox,igb_licensee_list,300 S Soangetaha Rd,Galesburg,61401,,,needs_coordinates
170700512,Kojak's Incorporated,Cary,McHenry,igb_licensee_list,700 Northwest Highway,Cary,60013,,,needs_coordinates
210700390,Kokopelli Golf LLC,Marion,Williamson,igb_licensee_list,1527 Champions Dr,Marion,62959,,,needs_coordinates
230703236,KONARK US INC.,Steger,Will,igb_licensee_list,20 E 34TH ST,Steger,60475,,,needs_coordinates
120705958,"Korner Tavern, Inc.",Ava,Jackson,igb_licensee_list,102 W Main,Ava,62907,,,needs_coordinates
210702802,"Kretz 2, Inc.",Mount Vernon,Jefferson,igb_licensee_list,616 B South 42nd St.,Mount Vernon,62864,,,needs_coordinates
250701579,Krishana I LLC,Kincaid,Christian,igb_licensee_list,430 Market St,Kincaid,62540,,,needs_coordinates
230700675,Krishna Mohan Corporation,St. Jacob,Madison,igb_licensee_list,10693 US Highway 40,St. Jacob,62281,,,needs_coordinates
200701473,"KRUPALU, LLC",Bradley,Kankakee,igb_licensee_list,62 KEN HAYES DRIVE,Bradley,60915,,,needs_coordinates
160700522,"Krystal's, Inc.",Pekin,Tazewell,igb_licensee_list,2111 Court St. Suite C,Pekin,61554,,,needs_coordinates
240701253,"KSH ENTERPRISES, INC.",Macomb,Mcdonough,igb_licensee_list,108 SCOTLAND,Macomb,61455,,,needs_coordinates
190700667,"KSK, Inc. II",North Chicago,Lake,igb_licensee_list,2004 Martin Luther King Jr Drive,North Chicago,60064,,,needs_coordinates
220701043,"KSQUARE XPRUSH MART-ULLIN INC.,",Ullin,Pulaski,igb_licensee_list,49 CHEEKWOOD LANE,Ullin,62992,,,needs_coordinates
190703779,"Kteam, Inc.",Orland Park,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
120702089,"Kuhl Tyme Korner, Inc.",Jacksonville,Morgan,igb_licensee_list,901 W. Morton St. 11 & 12,Jacksonville,62650,,,needs_coordinates
230702462,KUSH-KRUPA INC.,Bradley,Kankakee,igb_licensee_list,60 KEN HAYES DR,Bourbonnais,60914,,,needs_coordinates
240700831,"L & H FAMILY, LLC",Ridge Farm,Vermilion,igb_licensee_list,10 SOUTH STATE STREET,Ridge Farm,61870,,,needs_coordinates
170700925,"L & R Lounge, Inc.",Joliet,Will,igb_licensee_list,3021 Theodore St. Unit D,Joliet,60435,,,needs_coordinates
160704108,"L Q E, LLC",Lincoln,Logan,igb_licensee_list,514 1/2 Keokuk Street,Lincoln,62656,,,needs_coordinates
170701402,"L Times 2, Inc.",South Elgin,Kane,igb_licensee_list,40 S. McLean Blvd.,South Elgin,60177,,,needs_coordinates
150700091,"L. Fredericks, Inc.",Peotone,Will,igb_licensee_list,306 N. Harlem Avenue,Peotone,60468,,,needs_coordinates
180703437,LA CANASTA SUPERMERCADO Y TAQUERIA CORP.,Belvidere,,,,,,,,needs_address_and_coordinates
250700223,"La Dolce Vita Per Tutti, Inc.",Plainfield,Will,igb_licensee_list,16108 S RT 59 Suite 100-102,Plainfield,60586,,,needs_coordinates
220702231,LA HACIENDA DEL PATRON MEXICAN KITCHEN INC.,Morris,,,,,,,,needs_address_and_coordinates
150701466,LACEY'S PLACE LLC,Champaign,Champaign,igb_licensee_list,2508 VILLAGE GREEN PL STE B,Champaign,61822,,,needs_coordinates
150703012,LACEY'S PLACE LLC,Urbana,Champaign,igb_licensee_list,110 E UNIVERSITY AVE STE C,Urbana,61801,,,needs_coordinates
160700946,Lacey's Place LLC Series Addison,Addison,Dupage,igb_licensee_list,610 W Lake St,Addison,601012205,,,needs_coordinates
160702877,Lacey's Place LLC Series Beecher,Beecher,Will,igb_licensee_list,1121 Dixie Highway,Beecher,60401,,,needs_coordinates
160702432,Lacey's Place LLC Series Bradley,Bradley,Kankakee,igb_licensee_list,1613 St. Rt. 50,Bradley,60915,,,needs_coordinates
160700821,LACEY'S PLACE LLC SERIES LAKE ZURICH,Lake Zurich,Lake,igb_licensee_list,890 S RAND RD,Lake Zurich,60047,,,needs_coordinates
160702431,Lacey's Place LLC Series Plano,Plano,Kendall,igb_licensee_list,7000 Burroughs Ste 102 & 103,Plano,60545,,,needs_coordinates
170701355,Lacey's Place LLC Series Robinson,Robinson,Crawford,igb_licensee_list,"1302 E Main St, Unit H",Robinson,62454,,,needs_coordinates
160701173,Lacey's Place LLC Series Romeoville,Romeoville,Will,igb_licensee_list,478 N Weber Rd,Romeoville,60446,,,needs_coordinates
130704128,"Lacon Riverview Subdivision, LLC",East Peoria,Tazewell,igb_licensee_list,2466 Washington Road,East Peoria,61571,,,needs_coordinates
180704105,"Lacon Riverview Subdivision, LLC",East Peoria,Tazewell,igb_licensee_list,2464 Washington Road,East Peoria,61571,,,needs_coordinates
170702888,"Lagouros Brothers, LLC",Peoria,Peoria,igb_licensee_list,1301 W Pioneer Paarkway Suite 125,Peoria,61615,,,needs_coordinates
230701303,LaGrotto Inc.,Ottawa,La Salle,igb_licensee_list,708-710 LaSalle Street,Ottawa,61350,,,needs_coordinates
120910506,Lake Region Post 703 of the American Legion,Fox Lake,Lake,igb_licensee_list,703 N. US Highway 12,Fox Lake,60020,,,needs_coordinates
250701309,LAKE SPIRIT INC.,DuPage County,Dupage,igb_licensee_list,19W340 LAKE ST,Addison,60101,,,needs_coordinates
140700227,"Lake St. And Medinah Rd., Inc.",Addison,Dupage,igb_licensee_list,2429 W. Lake St.,Addison,60101,,,needs_coordinates
130701803,"Lake Villa Memorial Post No. 4308 of the Veterans of Foreign Wars of the United States, Inc.",Lake Villa,Lake,igb_licensee_list,130 E. Grand Avenue,Lake Villa,60046,,,needs_coordinates
120701475,"Lake Westside, Inc.",Jersey County,Jersey,igb_licensee_list,22817 Miller Lake Road,Jerseyville,62052,,,needs_coordinates
120710244,"LAKESIDE COUNTRY CLUB, INC.",Bloomington,McLean,igb_licensee_list,1201 E. Croxton St.,Bloomington,61701,,,needs_coordinates
250701875,LAKESIDE GAMING LLC,Herrin,Williamson,igb_licensee_list,"2801 S PARK AVE, SUITE B",Herrin,62948,,,needs_coordinates
201002423,LAKESIDE LIQUOR & GAS INC.,Carlyle,Clinton,igb_licensee_list,2610 12th Street,Carlyle,62231,,,needs_coordinates
240701328,Lakeside Timbers RV Campground LLC,Cumberland County,Cumberland,igb_licensee_list,49 County Road 1250 N,Neoga,62447,,,needs_coordinates
230701824,"LAKEVIEW OPERATIONS, LLC",Loda,Iroquois,igb_licensee_list,147 E 200 NORTH RD,Loda,60948,,,needs_coordinates
140703975,Lam Tavern Corporation,Rock Island,Rock Island,igb_licensee_list,2128-2130 Third Ave,Rock Island,61201,,,needs_coordinates
210702424,"LAMBERT ENTERPRISES, INC.",Joliet,Will,igb_licensee_list,1529 N Broadway St,Joliet,60435,,,needs_coordinates
140700893,"LAN OF CHAMPAIGN, INC.",Champaign,Champaign,igb_licensee_list,123 S. Mattis Ave Unit 15 & 16,Champaign,61821,,,needs_coordinates
120711083,"Lan-Oak Lanes, Inc.",Lansing,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
210702747,"Landers Ag Services, Inc.",Marion County,Marion,igb_county_literal,,,,,,needs_address_and_coordinates
220702784,Lanes at Minier LLC,Minier,Tazewell,igb_licensee_list,218 W Central Ave,Minier,61759,,,needs_coordinates
201000357,"Lanman Oil Co., Inc.",Tuscola,Douglas,igb_licensee_list,1000 E. Southline Drive,Tuscola,61953,,,needs_coordinates
240700373,"Lanman Oil Co., Inc.",Charleston,,,,,,,,needs_address_and_coordinates
120703918,"Lantern Inn, Inc.",Aviston,Clinton,igb_licensee_list,98 North Page,Aviston,62216,,,needs_coordinates
160700656,"LARAWAY LANES, LLC",New Lenox,Will,igb_licensee_list,1009 LARAWAY ROAD,New Lenox,60451,,,needs_coordinates
120708195,"Larced, Inc.",Bement,,,,,,,,needs_address_and_coordinates
250700227,"LAREDO TAP, INC.",Chadwick,Carroll,igb_licensee_list,211 N MAIN ST,Chadwick,61014,,,needs_coordinates
210702481,Largecar Lounge LLC,Lincoln,Logan,igb_licensee_list,2821 Woodlawn Road,Lincoln,62656,,,needs_coordinates
120706968,"LARJ, Inc.",Springfield,Sangamon,igb_licensee_list,1277 Toronto Road,Springfield,62712,,,needs_coordinates
150701184,"LAROSA'S PIZZA & PASTA, INC.",Stillman Valley,Ogle,igb_licensee_list,402 W ROOSEVELT,Stillman Valley,61084,,,needs_coordinates
160703779,"Larry W. Millis, LLC",Golconda,Pope,igb_licensee_list,223 West Main Street,Golconda,62938,,,needs_coordinates
250701419,"Larry W. Millis, LLC",Golconda,Pope,igb_licensee_list,120 N Adams St,Golconda,62938,,,needs_coordinates
120707998,"Larry's Driftwood, Inc.",Creve Coeur,Tazewell,igb_licensee_list,661 S. Main,Creve Coeur,61610,,,needs_coordinates
230702255,Las Ollas L.L.C.,Christopher,Franklin,igb_licensee_list,205 W. Egyptian Ave.,Christopher,62822,,,needs_coordinates
170702415,"LAS PALMAS RESTAURANT OF MUNDELEIN, LLC",Lake County,Lake,igb_licensee_list,26228 N. IL ROUTE 83,Mundelein,60060,,,needs_coordinates
180703707,LAUGHING GAS INC.,Deer Creek,Tazewell,igb_licensee_list,107 E. 1st Ave.,Deer Creek,61733,,,needs_coordinates
220700439,Laura Wilsman,Oglesby,La Salle,igb_licensee_list,21 Marquette Ave Suite A,Oglesby,61348,,,needs_coordinates
220700890,LAWLESS BAR & GRILL CORP.,Roberts,Ford,igb_licensee_list,116 East Green Street,Roberts,60962,,,needs_coordinates
120905645,Lawrence Post No. 28 of the American Legion Incorporated,Lawrenceville,Lawrence,igb_licensee_list,1111 Walnut,Lawrenceville,62439,,,needs_coordinates
120802957,"Lawrenceville Lodge No. 779, Loyal Order of Moose",Lawrenceville,Lawrence,igb_licensee_list,1005 Walnut,Lawrenceville,62439,,,needs_coordinates
220701176,Layton's Old Town Bar N Grill L.L.C.,Old Shawneetown,Gallatin,igb_licensee_list,680 Main St,Old Shawneetown,62984,,,needs_coordinates
201000294,"LAZAR BROTHERS ENTERPRISES, INC.",Pingree Grove,Kane,igb_licensee_list,15N454 ROUTE 47,Pingree Grove,60140,,,needs_coordinates
160700615,"LB ROTZ, INC.",Hampton,Rock Island,igb_licensee_list,256 South State Street,Hampton,61256,,,needs_coordinates
170703536,LCI Highland of Illinois LLC,Elburn,Kane,igb_licensee_list,"151 E Route 38, Unit G",Elburn,60119,,,needs_coordinates
240701032,LCI Highland of Illinois LLC,Beecher,Will,igb_licensee_list,1140 Dixie Hwy Unit 1,Beecher,60401,,,needs_coordinates
130702844,"LDK-Kou, Inc.",Peoria,Peoria,igb_licensee_list,4421 N. Sterling,Peoria,61615,,,needs_coordinates
160703194,"Lee'z Place, Inc.",La Salle County,La Salle,igb_licensee_list,2738 N. 48th Rd.,Sandwich,60548,,,needs_coordinates
200700813,Legacy Slots Inc.,Riverton,Sangamon,igb_licensee_list,520 N 7th Street,Riverton,62561,,,needs_coordinates
140703204,Legends Sports Bar & Grill Corporation,Yorkville,Kendall,igb_licensee_list,620 West Veterns Parkway,Yorkville,60560,,,needs_coordinates
220701095,LEGOS INC.,Channahon,Will,igb_licensee_list,25220 W REED ST,Channahon,60410,,,needs_coordinates
140901066,"LEIGHTON EVATT POST #365, THE AMERICAN LEGION, COLLINSVILLE, ILLINOIS",Collinsville,Madison,igb_licensee_list,1022 VANDALIA,Collinsville,62234,,,needs_coordinates
140701280,"LEISERV, LLC",Romeoville,Will,igb_licensee_list,735 N. Center Blvd.,Romeoville,60446,,,needs_coordinates
140701296,"LEISERV, LLC",Algonquin,Kane,igb_licensee_list,1611 S. RANDALL RD.,Algonquin,60102,,,needs_coordinates
120702245,"Leisure Time Billiards & Sportsbar, Inc.",East Moline,Rock Island,igb_licensee_list,845 Avenue of the Cities,East Moline,61244,,,needs_coordinates
181001540,"LENNY'S FOOD N FUEL VETTER ROAD, LLC",Joliet,Will,igb_licensee_list,2951 CENTERPOINT WAY,Joliet,60436,,,needs_coordinates
221001423,"LENNY'S GAS N WASH 183rd STREET, LLC",Tinley Park,Will,igb_licensee_list,7451 W. 183rd STREET,Tinley Park,60477,,,needs_coordinates
201002426,"LENNY'S GAS N WASH BOURBONNAIS, LLC",Bourbonnais,Kankakee,igb_licensee_list,5916 N. CONVENT,Bourbonnais,60914,,,needs_coordinates
221002715,"LENNY'S GAS N WASH CICERO AND PERSHING, LLC",Stickney,Cook,igb_licensee_list,3800 S. CICERO AVE.,Stickney,60402,,,needs_coordinates
261000252,"LENNY'S GAS N WASH CRETE, LLC",Crete,Will,igb_licensee_list,1536 EAST STEGER ROAD,Crete,60417,,,needs_coordinates
231001061,"LENNY'S GAS N WASH GREEN OAKS, LLC",Green Oaks,Lake,igb_licensee_list,14010 W Rockland Rd,Green Oaks,60048,,,needs_coordinates
191003738,"LENNY'S GAS N WASH HARLEM AVENUE, LLC",Tinley Park,Will,igb_licensee_list,19420 SOUTH HARLEM,Tinley Park,60487,,,needs_coordinates
251000856,"LENNY'S GAS N WASH HINTZ ROAD AND OLD BUFFALO GROVE ROAD, LLC",Wheeling,Cook,igb_licensee_list,1900 East Hintz Road,Wheeling,60090,,,needs_coordinates
251000781,"LENNY'S GAS N WASH MILL ROAD, LLC",Oswego,Kendall,igb_licensee_list,1060 ORCHARD ROAD,Oswego,60543,,,needs_coordinates
221002732,"LENNY'S GAS N WASH ORCHARD AND JERICHO, LLC",Montgomery,Kane,igb_licensee_list,1055 ORCHARD ROAD,Montgomery,60538,,,needs_coordinates
231000694,"LENNY'S GAS N WASH PLANO, LLC",Plano,Kendall,igb_licensee_list,10000 E ROUTE 34,Plano,60545,,,needs_coordinates
211003640,"LENNY'S GAS N WASH ROUTE 6 AND GOUGAR, LLC",Joliet,Will,igb_licensee_list,3000 Maple Rd,Joliet,60432,,,needs_coordinates
221003010,"LENNY'S GAS N WASH SCHOOLHOUSE, LLC",New Lenox,Will,igb_licensee_list,1951 LARAWAY RD,New Lenox,60451,,,needs_coordinates
211000150,"LENNY'S GAS N WASH THEODORE AND DRAUDEN, LLC",Joliet,Will,igb_licensee_list,5951 THEODORE STREET,Joliet,60586,,,needs_coordinates
201001808,"LENNY'S GAS N WASH YORKVILLE, LLC",Yorkville,Kendall,igb_licensee_list,4100 N BRIDGE ST,Yorkville,605604404,,,needs_coordinates
201000195,"Lenny's Gas N Wash, LLC",Mokena,Will,igb_licensee_list,8810 W. 191st St.,Mokena,60448,,,needs_coordinates
120900395,"Leon Burson Post 395, American Legion",Plano,,,,,,,,needs_address_and_coordinates
230700832,Leona's Pizzeria Express of Lyons LLC,Lyons,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
220701094,Leonardo’s of Mt Zion Inc.,Mount Zion,Macon,igb_licensee_list,910 N. State Highway 121,Mount Zion,62549,,,needs_coordinates
221001319,LeRoy Travel Plaza Inc.,Leroy,McLean,igb_licensee_list,805 S. Hemlock St.,Le Roy,61752,,,needs_coordinates
120704272,Lesia Burns,Golconda,Pope,igb_licensee_list,219-223 E Main St,Golconda,62938,,,needs_coordinates
180900127,"LEWISTOWN ILLINOIS POST NO. 5001, VETERANS OF FOREIGN WARS OF THE UNITED STATES",Lewistown,Fulton,igb_licensee_list,1323 S. Main St,Lewistown,61542,,,needs_coordinates
260701318,Lews LLC,Clay City,Clay,igb_licensee_list,800 Kelly Drive SW,Clay City,62824,,,needs_coordinates
150701441,Lexi J's Inc.,Galesburg,Knox,igb_licensee_list,862 W. Dayton,Galesburg,61401,,,needs_coordinates
160701537,"LFC Ventures, LLC",Chenoa,McLean,igb_licensee_list,318 W. Cemetary Ave.,Chenoa,61726,,,needs_coordinates
190703960,LIETUVELE INC.,Darien,Dupage,igb_licensee_list,2601 WEST 75TH STREET Unit B,Darien,60561,,,needs_coordinates
190702423,"Lil Beaver Brewery, LLC",Bloomington,McLean,igb_licensee_list,16 Currency Dr. Unit B,Bloomington,61704,,,needs_coordinates
140702334,Lili Mae's LLC,Dwight,Livingston,igb_licensee_list,14 Burbeck Drive,Dwight,604209500,,,needs_coordinates
230702835,Lincoln Hutsonville Inc.,Hutsonville,Crawford,igb_licensee_list,410 E. Clover St,Hutsonville,62433,,,needs_coordinates
120706850,"Lincoln Lanes, Inc.",Danville,Vermilion,igb_licensee_list,107 W. Harrison,Danville,61832,,,needs_coordinates
250701391,Lincoln Street Lounge LLC,Broadlands,Champaign,igb_licensee_list,112 S Lincoln Street,Broadlands,61816,,,needs_coordinates
120802131,"Lincoln, Illinois Lodge No. 914 Benevolent and Protective Order of Elks",Logan County,Logan,igb_licensee_list,1020 1525th Street,Lincoln,62656,,,needs_coordinates
120701395,"Lindsay Beverage Enterprises, Inc.",North Aurora,Kane,igb_licensee_list,110 S. Lincolnway,North Aurora,60542,,,needs_coordinates
120707219,"Lindsays' Too, Inc.",Pittsfield,Pike,igb_licensee_list,119 North Madison,Pittsfield,62363,,,needs_coordinates
220700704,LINEMEN'S LLC,Johnston City,Williamson,igb_licensee_list,100 E. Broadway Blvd,Johnston City,62951,,,needs_coordinates
160700342,"Lions Distinctive Wines, Co.",Effingham,Effingham,igb_licensee_list,204 S. Henrietta,Effingham,62401,,,needs_coordinates
120706073,"LIPS CHRISTOFFERSEN, INC",Amboy,Lee,igb_licensee_list,49 S E AVE,Amboy,61310,,,needs_coordinates
