license,name,municipality,county,county_source,address,city,zip,lat,lon,status
140700460,"""ALWAYS AFTER 5"", INC.",Springfield,Sangamon,igb_licensee_list,2739 - 2741 S 6th Street,Springfield,62703,,,needs_coordinates
240700530,"""McBerns Enterprises, Inc.""",East Dubuque,Jo Daviess,igb_licensee_list,285 5th Street,East Dubuque,61025,,,needs_coordinates
120809800,"'CARPENTERSVILLE, LODGE NO. 1958, LOYAL ORDER OF MOOSE'",Carpentersville,Kane,igb_licensee_list,309 Lake Marion Road,Carpentersville,60110,,,needs_coordinates
120801306,"'OTTAWA LODGE NO. 960, LOYAL ORDER OF MOOSE'",Ottawa,La Salle,igb_licensee_list,3051 NE 18th Rd,Ottawa,61350,,,needs_coordinates
210702517,"101 South Commercial, LLC",Lincoln,Logan,igb_licensee_list,429 Keokuk Street Suite B,Lincoln,62656,,,needs_coordinates
190702099,104 PINGREE GROVE LLC,Pingree Grove,Kane,igb_licensee_list,2401 W US Highway 20 Suite 104,Pingree Grove,60140,,,needs_coordinates
200701422,117 - 119 CORPORATION,Springfield,Sangamon,igb_licensee_list,117-119 S 7TH ST,Springfield,62701,,,needs_coordinates
230701921,11808 Huntley LLC,Huntley,McHenry,igb_licensee_list,11808 W Coral St.,Huntley,60142,,,needs_coordinates
200700471,"1205 BRIDGE ST, INC.",Yorkville,Kendall,igb_licensee_list,1205 North Bridge Street,Yorkville,60560,,,needs_coordinates
170703537,121 Club Inc.,Tremont,Tazewell,igb_licensee_list,250 S Baer Road,Tremont,61568,,,needs_coordinates
120701994,"1319 Central Park, L.L.C.",O'Fallon,St. Clair,igb_licensee_list,1319 Central Park Dr.,O'Fallon,62269,,,needs_coordinates
230700533,"1320 VENDING, LLC",Rock Island County,Rock Island,igb_licensee_list,19425 IL ROUTE 84,Cordova,61242,,,needs_coordinates
230702056,147TH & DIXIE FOOD AND LIQUOR LLC,Posen,Cook,igb_licensee_list,2304 W 147TH ST,Posen,60469,,,needs_coordinates
120702121,171 On Main Inc.,Herscher,Kankakee,igb_licensee_list,171 S Main,Herscher,60941,,,needs_coordinates
221000183,1803 N FOOD MART INC.,Marshall,Clark,igb_licensee_list,1803 N ILLINOIS HIGHWAY 1,Marshall,62441,,,needs_coordinates
190703279,"1901 BRIDGE STREET, INC.",Yorkville,Kendall,igb_licensee_list,1901 S. Bridge St.,Yorkville,60560,,,needs_coordinates
220700042,"19TH HOLE, LLC",Mokena,Will,igb_licensee_list,9418 WEST 191ST STREET,Mokena,60448,,,needs_coordinates
210702637,"1ST STREET LOUNGE, LLC",O'Fallon,St. Clair,igb_licensee_list,119 W 1ST ST,O'Fallon,62269,,,needs_coordinates
140701334,"20'S HIDEOUT RESTAURANT, LLC",Marion,Williamson,igb_licensee_list,2602 WANDA DRIVE,Marion,62959,,,needs_coordinates
120703489,"2000 Meadows Avenue Tap, Inc.",East Peoria,Tazewell,igb_licensee_list,2000 Meadows Ave,East Peoria,61611,,,needs_coordinates
200701088,2022 Foodmart Inc.,McHenry County,McHenry,igb_licensee_list,2022 W Route 120,McHenry,60050,,,needs_coordinates
220702832,2300 BUSHWOOD DR. INC.,Elgin,Kane,igb_licensee_list,2300 BUSHWOOD DR,Elgin,60124,,,needs_coordinates
220702763,238 Hunan Express Inc.,Springfield,Sangamon,igb_licensee_list,238 S Dirksen Pkwy,Springfield,62703,,,needs_coordinates
140703478,"2475 W. Higgins Road, Inc.",Hoffman Estates,Cook,igb_licensee_list,2475 W. Higgins Rd.,Hoffman Estates,60169,,,needs_coordinates
160702010,"2520 PG, Inc.",Prairie Grove,McHenry,igb_licensee_list,2520 Rte 176 Unit 1,Prairie Grove,60014,,,needs_coordinates
220703700,2ND STREET BP INC.,Machesney Park,Winnebago,igb_licensee_list,11225 N 2ND ST,Machesney Park,61115,,,needs_coordinates
240700877,2nd Street Slots LLC,Machesney Park,Winnebago,igb_licensee_list,7817 N. Second St.,Machesney Park,61115,,,needs_coordinates
160704045,2SALESGUYS LLC,Windsor (Shelby),,,,,,,,needs_address_and_coordinates
160703292,3 Queens Inc.,McHenry,McHenry,igb_licensee_list,810 Front Street  STE C,McHenry,60050,,,needs_coordinates
150702175,"3's COMPANY, LTD",West Brooklyn,,,,,,,,needs_address_and_coordinates
130705111,312 Corporation,Oswego,Kendall,igb_licensee_list,54 Main Street,Oswego,60543,,,needs_coordinates
150702369,"32 Below, Inc.",Strasburg,Shelby,igb_licensee_list,101 S. Walnut St.,Strasburg,62465,,,needs_coordinates
150700815,"35 Years, LLC Landmark",Normal,McLean,igb_licensee_list,1520 E. College Ave Unit J,Normal,61761,,,needs_coordinates
150700817,"35 Years, LLC Patriot Center",Normal,McLean,igb_licensee_list,115 Susan Drive Unit H,Normal,61761,,,needs_coordinates
190702869,3rd Chute II LLC,Madison County,Madison,igb_county_literal,,,,,,needs_address_and_coordinates
190703478,3rd Street Hybrid LLC,Fisher,Champaign,igb_licensee_list,"101 S 3rd Street Suite ""B""",Fisher,61843,,,needs_coordinates
130701425,"4 J'S OF ILLINOIS, INC.",Ipava,Fulton,igb_licensee_list,21 E MAIN ST,Ipava,61441,,,needs_coordinates
210703284,44 Foods LLC,Elk Grove Village,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
160701975,"4ME, INC.",Vermilion County,Vermilion,igb_county_literal,,,,,,needs_address_and_coordinates
250701159,"4th Street Lanes, LLC",Greenville,Bond,igb_licensee_list,2120 S 4th St,Greenville,62246,,,needs_coordinates
250700286,5 BOYZ INC.,Hillsboro,,,,,,,,needs_address_and_coordinates
120704528,"510 S. Park, Corp.",Fox Lake,Lake,igb_licensee_list,510 S. Park Ave.,Fox Lake,60020,,,needs_coordinates
190702029,"55 Development, LLC",Litchfield,Montgomery,igb_licensee_list,13 Thunderbird Lane,Litchfield,62056,,,needs_coordinates
250702610,5649 North IL 251 LLC,Davis Junction,Ogle,igb_licensee_list,5649 IL 251,Davis Junction,61020,,,needs_coordinates
120701453,"722 Bonner, L.L.C.",Wauconda,Lake,igb_licensee_list,722 BONNER RD,Wauconda,60084,,,needs_coordinates
130702849,"801 North River Road, Inc.",McHenry County,McHenry,igb_licensee_list,801-805 N. River Rd.,McHenry,60051,,,needs_coordinates
120711985,"804 ENTERPRISES, LLC",Woodstock,,,,,,,,needs_address_and_coordinates
230701162,"815 GOLF CLUB PARTNERS, LLC",Lee County,Lee,igb_licensee_list,729 TIMBER CREEK RD,Dixon,61021,,,needs_coordinates
250702279,9TH FRAME ENTERTAINMENT LLC,Streator,La Salle,igb_licensee_list,2416 N IL Route 23,Streator,61364,,,needs_coordinates
130700209,A & F LTD.,Chesterfield,Macoupin,igb_licensee_list,10 S. Main,Chesterfield,62630,,,needs_coordinates
170703968,A & F LTD.,Carlinville,Macoupin,igb_licensee_list,116-120 E. Side Square,Carlinville,62626,,,needs_coordinates
180702209,"A & G Gaming, Inc.",Taylorville,Christian,igb_licensee_list,"500 W. Market, Suite A",Taylorville,62568,,,needs_coordinates
120700142,"A & M's Broadway, Inc.",Central City,Marion,igb_licensee_list,123 N Broadway,Central City,62801,,,needs_coordinates
150701151,A & P Hospitality of Illinois LLC,Calumet Park,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
160703255,"A&J Restaurant Enterprises, Inc.",Ogle County,Ogle,igb_licensee_list,14698 IL RTE 64,Rochelle,61068,,,needs_coordinates
200702357,A'S RESTAURANT AND BAR LLC,North Aurora,Kane,igb_licensee_list,45 S RANDALL RD,North Aurora,60542,,,needs_coordinates
210700330,"A.A.A.M & V, Inc.",Winnebago,,,,,,,,needs_address_and_coordinates
230702833,"A.J. HOT DOGS & GYROS, INC.",Wilmington,Will,igb_licensee_list,250 W BALTIMORE ST,Wilmington,60481,,,needs_coordinates
230701221,"AAB GAMING, LLC",Plano,,,,,,,,needs_address_and_coordinates
180700633,Aaron Summers,Norris City,White,igb_licensee_list,120 S. Division St.,Norris City,62869,,,needs_coordinates
230702104,"ABBE LANES BOWLING CENTER, INC.",St. Augustine,Knox,igb_licensee_list,51 Monroe St,St. Augustine,61474,,,needs_coordinates
250700050,Abbotts Slices & Slots LLC,Palmyra,,,,,,,,needs_address_and_coordinates
210702107,Abby's Wine Inc.,Sterling,Whiteside,igb_licensee_list,2607 E Lincolnway Ste D,Sterling,61081,,,needs_coordinates
200701994,"ABC Pub, LLC",Salem,Marion,igb_licensee_list,118 S Broadway Ave,Salem,62881,,,needs_coordinates
160700677,"ABE'S HIDEOUT, LLC",Mechanicsburg,Sangamon,igb_licensee_list,200 West Main Street,Mechanicsburg,62545,,,needs_coordinates
250701239,Ace & Vine IV Inc.,New Lenox,Will,igb_licensee_list,832 Laraway Rd,New Lenox,60451,,,needs_coordinates
121004486,"Acees, Inc.",Metropolis,Massac,igb_licensee_list,2105 East 5th Street,Metropolis,62960,,,needs_coordinates
141001836,"Acees, Inc.",Dongola,Union,igb_licensee_list,510 Front Street,Dongola,62926,,,needs_coordinates
260701130,ACES & ARROWS LLC,Perry County,Perry,igb_licensee_list,1507 Old State Route 13/127,Pinckneyville,62274,,,needs_coordinates
170701231,"Aces and Eights, Inc.",Tonica,La Salle,igb_licensee_list,103 South LaSalle Street,Tonica,61370,,,needs_coordinates
230702413,ACES RESTAURANT GROUP SOUTH ELGIN LLC,South Elgin,Kane,igb_licensee_list,604 S RANDALL ROAD,South Elgin,60177,,,needs_coordinates
210702002,Across The Border LLC,Melrose Park,Cook,igb_licensee_list,1500 W North Ave,Melrose Park,60160,,,needs_coordinates
120700736,"ADCD, Inc.",Mineral,Bureau,igb_licensee_list,104 E. US Highway 6 P.O. Box 61,Mineral,61344,,,needs_coordinates
240701203,"Adkins & Son 3, Inc.",Chillicothe,Peoria,igb_licensee_list,318 S Plaza Park,Chillicothe,61523,,,needs_coordinates
170701155,"ADRI'S GAMING BOUTIQUE, INC.",Roscoe,Winnebago,igb_licensee_list,5441 Bridge St Unit A,Roscoe,61073,,,needs_coordinates
190701484,"Adventures Bar & Grill, LLC",Cornell,Livingston,igb_licensee_list,506 W. Main St,Cornell,61319,,,needs_coordinates
170702612,AES RESTAURANT GROUP INC.,Champaign,Champaign,igb_licensee_list,905 S. Neil Street Suite A,Champaign,61820,,,needs_coordinates
221003595,"AF TRUCK CENTER, LLC",Northlake,Cook,igb_licensee_list,300 W. NORTH AVE.,Northlake,60164,,,needs_coordinates
240700132,AFMG 2 LLC,Loves Park,Winnebago,igb_licensee_list,"6108 N 2ND ST, STE B",Loves Park,61111,,,needs_coordinates
230700732,AFMG LLC,Freeport,Stephenson,igb_licensee_list,"1005 W. Galena Avenue, Suite D",Freeport,610323819,,,needs_coordinates
120702020,"After The Fox, Ltd.",McHenry,McHenry,igb_licensee_list,1406 N. Riverside,McHenry,60050,,,needs_coordinates
260700243,"Agave & Lime, Inc.",Maroa,Macon,igb_licensee_list,"105 W. Main St., Front A",Maroa,61756,,,needs_coordinates
190700055,AH-HA Enterprises Inc.,Prophetstown,Whiteside,igb_licensee_list,345-347 Washington Street,Prophetstown,61277,,,needs_coordinates
220701479,"Ahuja Brothers, Inc.",Flora,Clay,igb_licensee_list,201 Hagen Dr,Flora,62839,,,needs_coordinates
220700622,"Ahuja Liquors, Inc.",Wayne City,Wayne,igb_licensee_list,701 W Robinson St,Wayne City,62895,,,needs_coordinates
230702906,Air-Cooled Corner LLC,Granite City,,,,,,,,needs_address_and_coordinates
220703130,Aizu Inc.,Carpentersville,Kane,igb_licensee_list,2321 South Randall Road,Carpentersville,60110,,,needs_coordinates
130701423,"AJ'S BAR & GRILL, INC.",Arenzville,Cass,igb_licensee_list,305 FREDERICK ST,Arenzville,62611,,,needs_coordinates
190703581,"AJDINI ENTERPRISE, INC.",Indian Head Park,Cook,igb_licensee_list,6700 Joliet Rd.,Indian Head Park,60525,,,needs_coordinates
160700876,"AJG Industries, Inc.",Springfield,Sangamon,igb_licensee_list,210-214 South 5th Street,Springfield,62701,,,needs_coordinates
220701778,"AJLM ENTERTAINMENT, LLC",Mount Vernon,,,,,,,,needs_address_and_coordinates
180700815,"AKR WINNEBAGO, INC.",Winnebago County,Winnebago,igb_licensee_list,5524 Auburn Rd.,Rockford,61101,,,needs_coordinates
120708004,"ALAMO FOODS, INC.",Chatham,Sangamon,igb_licensee_list,310 NORTH MAIN STREET,Chatham,62629,,,needs_coordinates
120708006,"ALAMO FOODS, INC.",Springfield,Sangamon,igb_licensee_list,115 NORTH FIFTH STREET,Springfield,62711,,,needs_coordinates
140704064,ALAN MYERS,Bartonville,Peoria,igb_licensee_list,1005 W. Garfield,Bartonville,61607,,,needs_coordinates
140902356,"Albert Parker Post No. 620, The American Legion, Department of Illinois",Bement,Piatt,igb_licensee_list,123 North Morgan,Bement,61813,,,needs_coordinates
130905306,"Albion Browns Post #590 American Legion, Inc.",Albion,Edwards,igb_licensee_list,239 S. 4th St.,Albion,62806,,,needs_coordinates
180702023,ALCENTRO TRATTORIA LLC,Bloomingdale,DuPage,verified_city_lookup,,,,,,needs_address_and_coordinates
190702830,"Ale Gaming, LLC",Energy,Williamson,igb_licensee_list,2908 S. Park Ave.,Energy,62933,,,needs_coordinates
220703134,"ALEA RESTAURANT, INC.",Calumet City,Cook,igb_licensee_list,803 RIVER OAKS DR,Calumet City,60409,,,needs_coordinates
210703901,Alex Charan Petroleum Co.,Lamoille,Bureau,igb_licensee_list,66 N. Main St.,LaMoille,61330,,,needs_coordinates
220703283,ALEXANDRIAS GAMING LLC,Hoffman Estates,Cook,igb_licensee_list,2600 W HIGGINS ROAD,Hoffman Estates,60169,,,needs_coordinates
180703288,Alfonzo's Restaurant Company,Troy,Madison,igb_licensee_list,611 Edwardsville Rd.,Troy,62294,,,needs_coordinates
200701007,"ALGONQUIN2, LLC",Lake Zurich,Lake,igb_licensee_list,463 S Rand Rd,Lake Zurich,60047,,,needs_coordinates
120701373,Alice Coloni,Sesser,,,,,,,,needs_address_and_coordinates
240702969,Alisa Johnston,St. Clair County,St. Clair,igb_licensee_list,2500 S BELT W SUITE B,Belleville,62226,,,needs_coordinates
231001826,"All In Management, LLC",Bartlett,Kane,igb_licensee_list,2345 W. Bartlett Rd,Bartlett,60103,,,needs_coordinates
220701857,"All On The Line, Inc.",Kankakee County,Kankakee,igb_county_literal,,,,,,needs_address_and_coordinates
220702377,ALL SAINTS INC.,Neponset,Bureau,igb_licensee_list,104 W Bureau St.,Neponset,61345,,,needs_coordinates
170702884,"ALL SOURCE, LLC",Vermilion County,Vermilion,igb_licensee_list,12414 US Route 150,Oakwood,61858,,,needs_coordinates
250701234,All Star Food Development LLC,Sugar Grove,Kane,igb_licensee_list,519 N SUGAR GROVE PKWY UNIT D,Sugar Grove,60554,,,needs_coordinates
250702601,"Alley Cats Saloon, LLC",North Utica,La Salle,igb_licensee_list,"142 Mill St, Building B",North Utica,61373,,,needs_coordinates
120709777,"ALLEY LOOP ENTERPRISES, LTD.",Dixon,Lee,igb_licensee_list,80 S HENNEPIN,Dixon,61021,,,needs_coordinates
120801982,"Alton Lodge No. 951, Loyal Order of Moose",Godfrey,Madison,igb_licensee_list,526 E. Delmar Road,Godfrey,62035,,,needs_coordinates
120911002,Alton Post #126 American Legion,Alton,Madison,igb_licensee_list,600 GEORGE ST.,Alton,62002,,,needs_coordinates
200702845,AM PM Winchester Inc.,Riverton,Sangamon,igb_licensee_list,1300 N 7th St,Riverton,62561,,,needs_coordinates
160700569,AMANDA J SCHMITT LLC,O'Fallon,St. Clair,igb_licensee_list,108 E STATE STREET,O'Fallon,62269,,,needs_coordinates
150700683,American Hungarian Family Society,Bloomington,McLean,igb_licensee_list,1520 N Calhoun St.,Bloomington,61701,,,needs_coordinates
190900052,American Legion Bethany Post No. 507,Bethany,Moultrie,igb_licensee_list,112 Highway 121 E,Bethany,61914,,,needs_coordinates
180902896,American Legion Partridge Post No. 578,Bunker Hill,Macoupin,igb_licensee_list,319 N. Marion St.,Bunker Hill,62014,,,needs_coordinates
120907755,American Legion Philip Whiteside Post 1961,Orient,Franklin,igb_licensee_list,404 S Jackson St,Orient,62874,,,needs_coordinates
120906949,American Legion Post #51,Westville,Vermilion,igb_licensee_list,115 S. State,Westville,61883,,,needs_coordinates
180903504,American Legion Post #585,Shawneetown,Gallatin,igb_licensee_list,380 N Lincoln Blvd E,Shawneetown,62984,,,needs_coordinates
130900584,American Legion Post #932,Sainte Marie,Jasper,igb_licensee_list,105 S. Main Street,Sainte Marie,62459,,,needs_coordinates
120905409,AMERICAN LEGION POST 1198,Chicago Heights,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
120901989,American Legion Post 489 Yorkville,Kendall County,Kendall,igb_licensee_list,9054 Veterans Parkway,Yorkville,60560,,,needs_coordinates
120900215,American legion post 71,Urbana,Champaign,igb_licensee_list,107 north broadway,Urbana,61801,,,needs_coordinates
120907902,"AMERICAN LEGION POST NO. 1231, LAKE IN THE HILLS, ILLINOIS",Lake In the Hills,McHenry,igb_licensee_list,1101 West Algonquin Road,Lake in the Hills,60156,,,needs_coordinates
120904755,American Legion Post No. 287 Inc.,Rantoul,Champaign,igb_licensee_list,1132 N Century Ave,Rantoul,61866,,,needs_coordinates
160904320,American Legion Worthey Post 492,Jerseyville,Jersey,igb_licensee_list,300 Veterans Memorial Parkway,Jerseyville,62052,,,needs_coordinates
160704057,Americas Check Cashing & Liquor Store LLC,Litchfield,,,,,,,,needs_address_and_coordinates
150904263,Amvets Post #16,Litchfield,Montgomery,igb_licensee_list,105 N. State,Litchfield,62056,,,needs_coordinates
150903784,"Amvets, Fisher Post 52 of the Illinois State Department of Amvets, Inc.",Fisher,Champaign,igb_licensee_list,301 E Division St,Fisher,61843,,,needs_coordinates
190700228,"AMY'S ENTERTAINMENT, LLC",Sauk Village,Cook,igb_licensee_list,11 SAUK PLAZA,Sauk Village,60411,,,needs_coordinates
120710858,"ANC Rainbow, Inc.",Decatur,Macon,igb_licensee_list,2239 E Wood,Decatur,62521,,,needs_coordinates
120710859,"ANCHOR BOAT CLUB OF SPRINGFIELD, ILL.",Springfield,Sangamon,igb_licensee_list,407 East Lake Shore Drive,Springfield,62712,,,needs_coordinates
120701995,ANDREW G YOUNGER,Whiteside County,Whiteside,igb_licensee_list,13030 GALT RD,Sterling,61081,,,needs_coordinates
170702851,"Andrew's Mart, Inc.",Beardstown,Cass,igb_licensee_list,1705 Grand Avenue,Beardstown,62618,,,needs_coordinates
170703652,Angela Kindhart,Quincy,,,,,,,,needs_address_and_coordinates
260701592,"ANI MANAGEMENT, LLC",Princeton,Bureau,igb_licensee_list,2120 Claude Bailey Parkway,Princeton,61356,,,needs_coordinates
160703269,"Anna Maria Pizza, Inc.",Streator,La Salle,igb_licensee_list,207 & 209 Westgate Plaza,Streator,61364,,,needs_coordinates
140703654,ANNA'S CAFE LLC - HOFFMAN ESTATES,Hoffman Estates,Cook,igb_licensee_list,1049 WEST GOLF ROAD,Hoffman Estates,60169,,,needs_coordinates
130706234,Anna's Cafe Place LLC,Westchester,Cook,igb_licensee_list,10261 W. Roosevelt Rd,Westchester,60154,,,needs_coordinates
210701712,ANNIES PLACE JEROME LLC,Jerome,Sangamon,igb_licensee_list,1322 WABASH AVE STE A,Jerome,62704,,,needs_coordinates
180701936,Anonymous Gaming LLC,North Chicago,,,,,,,,needs_address_and_coordinates
120700756,"Anthony's Pizzeria & Pub, Inc",Manteno,,,,,,,,needs_address_and_coordinates
200700752,Antigua Mexican Grill LLC,Crystal Lake,McHenry,igb_licensee_list,1500 Carlemont Drive Suite J,Crystal Lake,60014,,,needs_coordinates
220702158,Antonio's Ristorante Italiano Inc.,Itasca,DuPage,igb_licensee_list,280 N Rohlwing Rd,Itasca,60143,,,needs_coordinates
170704045,"ANVI729, LLC",Smithton,St. Clair,igb_licensee_list,408 N Main St Suite B,Smithton,62285,,,needs_coordinates
120704151,"Anyway's, Inc.",Oakbrook Terrace,Dupage,igb_licensee_list,5 East Roosevelt Road,Oakbrook Terrace,60181,,,needs_coordinates
220703221,APK HOSPITALITY LLC,Kankakee County,Kankakee,igb_licensee_list,1311 N STATE ROUTE 50,Bourbonnais,60914,,,needs_coordinates
140700107,Applezaks Incorporated,Decatur,Macon,igb_licensee_list,2880 N Oakland,Decatur,62526,,,needs_coordinates
120704622,Aqua Sports Club,Springfield,Sangamon,igb_licensee_list,"#1 West Club Area, West Lake Drive",Springfield,62707,,,needs_coordinates
190703895,Aragona Corporation,Rockford,Winnebago,igb_licensee_list,320 Kent St,Rockford,61109,,,needs_coordinates
230703306,Arctic Wolf Ale House LLC,West Dundee,Kane,igb_licensee_list,1959 Huntley Rd,West Dundee,60118,,,needs_coordinates
170704300,"Arja Enterprises, Inc.",Mount Zion,Macon,igb_licensee_list,1475 Village Parkway,Mount Zion,62549,,,needs_coordinates
240702619,ARK HOTELS INC.,Annawan,Henry,igb_licensee_list,315-317 N Canal St,Annawan,61234,,,needs_coordinates
150700989,Aroma Park Boating Association,Aroma Park,Kankakee,igb_licensee_list,199 Boat Club Rd.   PO Box 284,Aroma Park,609100284,,,needs_coordinates
190703227,Around the Corner II Inc.,Bloomington,,,,,,,,needs_address_and_coordinates
140704223,"Around the Corner, Inc.",Bloomington,McLean,igb_licensee_list,909 N. Hershey Unit #2,Bloomington,61704,,,needs_coordinates
120700529,"As Lake, Inc.",Victoria,Knox,igb_licensee_list,123 Main St,Victoria,61485,,,needs_coordinates
200702457,"As Lake, Inc.",Altona,Knox,igb_licensee_list,101 N Depot,Altona,61414,,,needs_coordinates
120701323,ASBS INC.,Ashmore,Coles,igb_licensee_list,105-109 WEST ASHMORE,Ashmore,61912,,,needs_coordinates
150702906,Ashapura LLC,Madison,Madison,igb_licensee_list,2127 Edwardsville Road,Madison,62060,,,needs_coordinates
220702354,ASHARAM & FEZ INVESTMENT LLC,Zion,,,,,,,,needs_address_and_coordinates
130701686,"ASPEN TREE, INC.",Aurora,Kane,igb_licensee_list,2115 W. GALENA ROAD,Aurora,60506,,,needs_coordinates
220702024,"ASPEN TREE, INC.",North Aurora,Kane,igb_licensee_list,227 S Lincolnway,North Aurora,60542,,,needs_coordinates
180700229,"ASPS, Inc.",Rochester,Sangamon,igb_licensee_list,450 S. State St.,Rochester,62563,,,needs_coordinates
200701841,"Asti Imported Italian Foods, Inc.",Bensenville,Dupage,igb_licensee_list,1410 W. Irving Park Rd.,Bensenville,60106,,,needs_coordinates
220703067,"ATHANS HOLDINGS, LLC - SERIES TRIPLE 7",McHenry County,McHenry,igb_licensee_list,5714 S IL ROUTE 31 # A,Crystal Lake,600144520,,,needs_coordinates
260701644,"ATHANS HOLDINGS, LLC - SERIES WINNERS JACKPOT",McHenry County,McHenry,igb_licensee_list,5718 South Illinois Route 31 Highway,Crystal Lake,60014,,,needs_coordinates
120709661,"Athens Corner Pub, Inc.",Athens,Menard,igb_licensee_list,100 N. Main,Athens,62613,,,needs_coordinates
201002878,Atlanta IL Visitors Center Inc.,Atlanta,Logan,igb_licensee_list,102 E. Empire Street,Atlanta,61723,,,needs_coordinates
120701274,ATTITUDES BAR & GRILL INC,Machesney Park,Winnebago,igb_licensee_list,10124 NORTH SECOND STREET,Machesney Park,61115,,,needs_coordinates
130705022,Aurora Athletic Club,Aurora,Kane,igb_licensee_list,550 Clearwater Drive,Aurora,60505,,,needs_coordinates
190701345,Aurora Latin American Club Inc.,Aurora,Kane,igb_licensee_list,1331 DEARBORN St.,Aurora,60505,,,needs_coordinates
170701022,AVA'S PLACE LLC AVA'S PLACE II LLC,McHenry County,McHenry,igb_licensee_list,"5610 S IL ROUTE 31, #C",Crystal Lake,60014,,,needs_coordinates
220701906,AXETREME THROWING LLC,Oglesby,,,,,,,,needs_address_and_coordinates
190701046,AYOR LLC,Granville,,,,,,,,needs_address_and_coordinates
240701955,"AZUL CELESTE BAR & GRILL, INC.",Joliet,,,,,,,,needs_address_and_coordinates
120706845,"B & D INVESTMENTS OF ILLINOIS, INC.",Morris,Grundy,igb_licensee_list,119 W WASHINGTON,Morris,60450,,,needs_coordinates
150703021,"B & H Krupa, Inc.",Wauconda,Lake,igb_licensee_list,620 W. Liberty St. Unit C,Wauconda,60084,,,needs_coordinates
190703578,"B & J Mugshot, Inc.",Sandoval,,,,,,,,needs_address_and_coordinates
120701158,B & N Holdings LLC,O'Fallon,St. Clair,igb_licensee_list,130 Behrens Street,O'Fallon,622691543,,,needs_coordinates
230700228,"B FORE, LLC",Bloomington,McLean,igb_licensee_list,1407 N VETERANS PKWY SUITE 2 AND 3,Bloomington,61704,,,needs_coordinates
220703344,B Jewelled LLC,Marissa,,,,,,,,needs_address_and_coordinates
120702112,B&E Buss Corporation,Lockport,Will,igb_licensee_list,16716 w. 159th,Lockport,60441,,,needs_coordinates
130704748,"B.J.W. Enterprises, Inc.",Centralia,Marion,igb_licensee_list,1435 S Hickory,Centralia,62801,,,needs_coordinates
190700477,B.MOUR-ENTERTAINMENT INC.,Hoffman Estates,Cook,igb_licensee_list,1001 W. Golf Rd.,Hoffman Estates,60169,,,needs_coordinates
120811573,B.P.O.E. MCLEANSBORO LODGE NO. 1882,Mcleansboro,Hamilton,igb_licensee_list,205 North Jackson Street,McLeansboro,62859,,,needs_coordinates
180702316,B2 & B2 LLC,South Chicago Heights,Cook,igb_licensee_list,3359 CHICAGO RD,South Chicago Heights,60411,,,needs_coordinates
240702974,B2S GROUP LLC,Vandalia,Fayette,igb_licensee_list,1412 N ROCK ISLAND AVE,Vandalia,62471,,,needs_coordinates
190700359,BA DA BING BEEF COMPANY LLC,Third Lake,Lake,igb_licensee_list,"34500 N. US HWY. 45, SUITE A",Third Lake,60030,,,needs_coordinates
120700266,"BAAM, Inc.",Lakemoor,Lake,igb_licensee_list,28948 W Il Route 120,Lakemoor,60051,,,needs_coordinates
220703205,BABA JEVAS GAMING FOODS AND SPIRITS LIMITED,Spring Grove,McHenry,igb_licensee_list,"2214 N US Hwy 12, Suite E",Spring Grove,60081,,,needs_coordinates
220702585,BABA'S MONTGOMERY INC.,Montgomery,Kendall,igb_licensee_list,1890 DOUGLAS RD,Montgomery,60538,,,needs_coordinates
130702600,"BABE'S HAVANA, INC.",Havana,Mason,igb_licensee_list,118 N PLUM,Havana,62644,,,needs_coordinates
130703990,Baby Joe's LLC,Sugar Grove,Kane,igb_licensee_list,1 Golfview Ln.,Sugar Grove,60554,,,needs_coordinates
220700682,Bacchus Gaming LLC,Shiloh,St. Clair,igb_licensee_list,1231 Thouvenot Ln Suite 300,Shiloh,62269,,,needs_coordinates
220703218,"BACCI CAFE & PIZZERIA OF MELROSE PARK, INC.",Melrose Park,Cook,igb_licensee_list,2212 W NORTH AVENUE,Melrose Park,60160,,,needs_coordinates
200702381,BACCI LLC,Villa Park,Dupage,igb_licensee_list,"187 E NORTH AVENUE, UNIT B",Villa Park,60181,,,needs_coordinates
120705065,"Back Door Lounge, Inc.",Hurst,Williamson,igb_licensee_list,109 W McKinley St,Hurst,62949,,,needs_coordinates
160700265,Back Street LLC,Hecker,Monroe,igb_licensee_list,"310 East Back Street, PO Box 177",Hecker,622480177,,,needs_coordinates
250701717,BACKROOM 7 LLC,Lawrence County,Lawrence,igb_licensee_list,20304 State Route 33 E Suite E,Lawrenceville,62439,,,needs_coordinates
210701478,BACKWATER LLC,Arcola,Douglas,igb_licensee_list,620 SCHROCK DRIVE,Arcola,61910,,,needs_coordinates
120703004,"Backyard, Inc.",Loves Park,Winnebago,igb_licensee_list,6473 N. 2nd Street,Loves Park,61111,,,needs_coordinates
210700336,"BAD ATTITUDE BAR & GRILL, INC.",Forest View,Cook,verified_city_lookup,,,,,,needs_address_and_coordinates
220702125,BAHA GAMING LLC,Sangamon County,Sangamon,igb_licensee_list,2605 E North Grand Ave,Springfield,62702,,,needs_coordinates
